,target,item_id
2021-08-29 00:00:00 UTC,97.06666833,A
2021-08-30 00:00:00 UTC,94.00977412,A
2021-08-31 00:00:00 UTC,109.6467328,A
2021-09-01 00:00:00 UTC,108.7063764,A
2021-09-02 00:00:00 UTC,110.8178161,A
2021-09-03 00:00:00 UTC,128.6741865,A
2021-09-04 00:00:00 UTC,146.3575945,A
2021-09-05 00:00:00 UTC,139.5940899,A
2021-09-06 00:00:00 UTC,142.1356142,A
2021-09-07 00:00:00 UTC,164.5609238,A
2021-09-08 00:00:00 UTC,173.3110953,A
2021-09-09 00:00:00 UTC,189.3444533,A
2021-09-10 00:00:00 UTC,188.2759416,A
2021-09-11 00:00:00 UTC,178.31957,A
2021-09-12 00:00:00 UTC,177.9424019,A
2021-09-13 00:00:00 UTC,174.8813207,A
2021-09-14 00:00:00 UTC,169.2773469,A
2021-09-15 00:00:00 UTC,157.3779935,A
2021-09-16 00:00:00 UTC,158.5963398,A
2021-09-17 00:00:00 UTC,151.9483411,A
2021-09-18 00:00:00 UTC,147.5843344,A
2021-09-19 00:00:00 UTC,170.109824,A
2021-09-20 00:00:00 UTC,153.3264417,A
2021-09-21 00:00:00 UTC,133.3687247,A
2021-09-22 00:00:00 UTC,122.6923886,A
2021-09-23 00:00:00 UTC,148.3293542,A
2021-09-24 00:00:00 UTC,150.3896532,A
2021-09-25 00:00:00 UTC,139.314146,A
2021-09-26 00:00:00 UTC,136.8354526,A
2021-09-27 00:00:00 UTC,135.7959331,A
2021-09-28 00:00:00 UTC,136.2595215,A
2021-09-29 00:00:00 UTC,130.6048919,A
2021-09-30 00:00:00 UTC,135.2791628,A
2021-10-01 00:00:00 UTC,141.1837465,A
2021-10-02 00:00:00 UTC,161.3740295,A
2021-10-03 00:00:00 UTC,169.2088438,A
2021-10-04 00:00:00 UTC,172.8558702,A
2021-10-05 00:00:00 UTC,167.8779097,A
2021-10-06 00:00:00 UTC,164.3692764,A
2021-10-07 00:00:00 UTC,154.0946236,A
2021-10-08 00:00:00 UTC,154.2598851,A
2021-10-09 00:00:00 UTC,158.9146111,A
2021-10-10 00:00:00 UTC,157.3354214,A
2021-10-11 00:00:00 UTC,147.6962728,A
2021-10-12 00:00:00 UTC,144.8591079,A
2021-10-13 00:00:00 UTC,152.0007883,A
2021-10-14 00:00:00 UTC,148.392054,A
2021-10-15 00:00:00 UTC,150.0913632,A
2021-10-16 00:00:00 UTC,162.9821748,A
2021-10-17 00:00:00 UTC,158.2737029,A
2021-10-18 00:00:00 UTC,159.863492,A
2021-10-19 00:00:00 UTC,157.3753249,A
2021-10-20 00:00:00 UTC,156.3906806,A
